rank,finalWorth,personName,age,country,countryOfCitizenship,source,industries,organization,selfMade,gender,birthDate,title,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,total_tax_rate_country,latitude_country,longitude_country
2259,1200,Markus Persson,44.46269678302532,Sweden,Sweden,Computer games,Media & Entertainment,Unknown,True,M,1979-06-01 00:00:00,Unknown,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,49.1,60.128161,18.643501
2259,1200,Mark Pincus,57.75770020533881,United States,United States,Online games,Technology,Zynga Inc,True,M,1966-02-13 00:00:00,Chairman,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Murdaya Poo,82.84462696783025,Indonesia,Indonesia,Diversified,Diversified,Unknown,False,M,1941-01-12 00:00:00,Unknown,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,30.1,-0.789275,113.921327
2259,1200,Forrest Preston,90.65571526351813,United States,United States,Health care,Healthcare,Unknown,True,M,1933-03-22 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Qian Ying,57.87542778918549,China,China,Pig breeding,Food & Beverage,Unknown,True,F,1966-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Jimmy Rane,77.17180013689254,United States,United States,Lumber,Manufacturing,Unknown,True,M,1946-09-15 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Andrei Rappoport,60.40520191649555,Switzerland,Russia,Investments,Finance & Investments,Unknown,True,M,1963-06-22 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
2259,1200,Hugo Ribeiro & family,,Brazil,Brazil,Agribusiness,Food & Beverage,Unknown,False,M,,Entrepreneur,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
2259,1200,Bennett Rosenthal,60.14784394250513,United States,United States,Finance,Finance & Investments,Unknown,True,M,1963-09-24 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Atul Ruia,52.72279260780287,India,India,Real estate,Real Estate,Unknown,False,M,1971-02-26 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
2259,1200,Thomas Sandell,62.789869952087614,United Kingdom,Sweden,Hedge funds,Finance & Investments,Sandell Asset Management,True,M,1961-02-01 00:00:00,Founder,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
2259,1200,Francesco Saputo,,Canada,Canada,Cheese,Food & Beverage,Unknown,False,M,,Unknown,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,56.130366,-106.346771
2259,1200,Dhruv Sawhney,79.39219712525667,United Arab Emirates,India,"Engineering, sugar",Construction & Engineering,Unknown,False,M,1944-06-26 00:00:00,Unknown,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,15.9,23.424076,53.847818
2259,1200,Gerald Schwartz,81.97946611909651,Canada,Canada,Finance,Finance & Investments,Unknown,True,M,1941-11-24 00:00:00,Unknown,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,56.130366,-106.346771
2259,1200,Antonio Luiz Seabra,80.87611225188228,United Kingdom,Brazil,Cosmetics,Fashion & Retail,Unknown,True,M,1943-01-01 00:00:00,Unknown,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
2259,1200,Eric Ya Shen,52.876112251882276,China,China,Online apparel retail,Technology,Unknown,True,M,1971-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Sytse 'Sid' Sijbrandij,44.29568788501027,United States,Netherlands,Software,Technology,Unknown,True,M,1979-08-01 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Alexander Sixt,44.06570841889117,Germany,Germany,Car rentals,Automotive,Unknown,False,M,1979-10-24 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
2259,1200,Konstantin Sixt,40.95824777549623,Germany,Germany,Car rentals,Automotive,Unknown,False,M,1982-12-02 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
2259,1200,Edwin Soeryadjaya,74.33538672142369,Indonesia,Indonesia,"Coal, investments",Energy,Unknown,False,M,1949-07-17 00:00:00,Unknown,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,30.1,-0.789275,113.921327
2259,1200,Abhay Soi,50.24503764544832,India,India,Healthcare,Healthcare,Unknown,True,M,1973-08-19 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
2259,1200,Mike Speiser,52.8104038329911,United Kingdom,United States,Software,Technology,Sutter Hill Ventures,True,M,1971-01-25 00:00:00,Managing Director,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
2259,1200,Marco Squinzi,52.15058179329227,Italy,Italy,Chemical products,Construction & Engineering,Unknown,False,M,1971-09-23 00:00:00,Unknown,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,41.87194,12.56738
2259,1200,Veronica Squinzi,51.87679671457906,Italy,Italy,Chemical products,Construction & Engineering,Unknown,False,F,1972-01-01 00:00:00,Unknown,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,41.87194,12.56738
2259,1200,Michael Steinhardt,82.943189596167,United States,United States,Hedge funds,Finance & Investments,Unknown,True,M,1940-12-07 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Ion Stoica,58.75975359342916,United States,Romania,Data analytics,Technology,Unknown,True,M,1965-02-12 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Eddy Sugianto,77.76317590691308,Indonesia,Indonesia,Coal,Metals & Mining,Unknown,True,M,1946-02-11 00:00:00,Unknown,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,30.1,-0.789275,113.921327
2259,1200,Luc Tack,62.209445585215605,Belgium,Belgium,"Textile, chemicals",Manufacturing,Unknown,True,M,1961-09-01 00:00:00,Unknown,117.11,1.4,"$529,606,710,418 ",79.7,103.9,81.6,55.4,50.503887,4.469936
2259,1200,Tony Tan Caktiong,70.86379192334017,Philippines,Philippines,Food,Food & Beverage,Unknown,True,M,1953-01-05 00:00:00,Unknown,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,43.1,12.879721,121.774017
2259,1200,Xiuguo Tang,60.2299794661191,China,China,Manufacturing,Manufacturing,Unknown,True,M,1963-08-25 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Sam Tarascio,79.32101300479124,Australia,Australia,Real estate,Real Estate,Unknown,True,M,1944-07-22 00:00:00,Unknown,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,-25.274398,133.775136
2259,1200,Lina Tombolato,76.30663928815879,Italy,Italy,Financial services,Finance & Investments,Unknown,False,F,1947-07-28 00:00:00,Unknown,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,41.87194,12.56738
2259,1200,Ching Bor Tung,60.876112251882276,China,China,Manufacturing,Manufacturing,Unknown,True,M,1963-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Joop van den Ende,81.73032169746749,Netherlands,Netherlands,TV shows,Media & Entertainment,Unknown,True,M,1942-02-23 00:00:00,Unknown,115.91,2.6,"$909,070,395,161 ",85.0,104.2,81.8,41.2,52.132633,5.291266
2259,1200,Ruben Vardanyan & family,55.4798083504449,Armenia,Armenia,Investment banking,Finance & Investments,Unknown,True,M,1968-05-25 00:00:00,Unknown,129.18,1.4,"$13,672,802,158 ",54.6,92.7,74.9,22.6,40.069099,45.038189
2259,1200,Sandro Veronesi & family,64.08213552361396,Italy,Italy,Fashion,Fashion & Retail,Unknown,True,M,1959-10-18 00:00:00,Unknown,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,41.87194,12.56738
2259,1200,Thongma Vijitpongpun,66.36002737850787,Thailand,Thailand,Real estate,Real Estate,Unknown,True,M,1957-07-08 00:00:00,Unknown,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,29.5,15.870032,100.992541
2259,1200,Thomas von Koch,57.65092402464066,Hong Kong,Sweden,Asset management,Finance & Investments,Unknown,True,M,1966-03-24 00:00:00,Unknown,,,,,,,,,
2259,1200,Wang Fuji,,China,China,Pharmaceuticals,Healthcare,Unknown,True,M,,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Wang Shih-Chung,61.87542778918549,Taiwan,Taiwan,Pneumatic equipments,Manufacturing,Unknown,True,M,1962-01-01 00:00:00,Unknown,,,,,,,,,
2259,1200,Wang Xiaoshen,55.12662559890486,China,China,Lithium,Manufacturing,Unknown,True,M,1968-10-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,J. Wayne Weaver,88.21081451060917,United States,United States,Shoes,Diversified,Unknown,True,M,1935-09-01 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Drorit Wertheim,67.87679671457906,Israel,Israel,Coca Cola Israel,Food & Beverage,Unknown,False,F,1956-01-01 00:00:00,Unknown,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,25.3,31.046051,34.851612
2259,1200,Cameron Winklevoss,42.23956194387406,United States,United States,Cryptocurrency,Finance & Investments,Unknown,True,M,1981-08-21 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Tyler Winklevoss,42.23956194387406,United States,United States,Cryptocurrency,Finance & Investments,Unknown,True,M,1981-08-21 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Wu Chung-yi,68.38056125941137,Taiwan,Taiwan,Manufacturing,Manufacturing,Unknown,False,M,1955-07-01 00:00:00,Unknown,,,,,,,,,
2259,1200,Eugene Wu,78.54072553045859,Taiwan,Taiwan,Finance,Finance & Investments,Unknown,False,M,1945-05-03 00:00:00,Unknown,,,,,,,,,
2259,1200,Wu Yonghua,52.876112251882276,China,China,Apparel,Fashion & Retail,Unknown,True,M,1971-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Xia Xinde,59.08829568788501,China,China,Batteries,Manufacturing,Unknown,True,M,1964-10-15 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Wenbo Xiang,61.4072553045859,China,China,Manufacturing,Manufacturing,Unknown,True,M,1962-06-21 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Xu Jin,58.81177275838467,China,China,Wine,Food & Beverage,Unknown,True,M,1965-01-24 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Xu Shijun & family,60.714579055441476,China,China,Manufacturing,Manufacturing,Unknown,True,M,1963-03-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Wanmao Xu,78.87474332648871,China,China,Education,Service,Unknown,True,M,1945-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Xu Yuejuan,61.81245722108145,China,China,Petro Fibre,Manufacturing,Unknown,True,F,1962-01-24 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Vadim Yakunin,60.865160848733744,Russia,Russia,Pharmacy,Healthcare,Unknown,True,M,1963-01-05 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
2259,1200,Yang Yunyun,46.874743326488705,China,China,Retail,Fashion & Retail,Unknown,True,F,1977-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Matei Zaharia,38.573579739904176,United States,Romania,Data analytics,Technology,Unknown,True,M,1985-04-21 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Zan Shengda,60.62696783025325,China,China,Diversified,Diversified,Unknown,True,M,1963-04-02 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Zhang Xuezheng,48.46269678302532,China,China,Telecom,Technology,Unknown,True,M,1975-06-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Zhang Yin,66.78986995208761,China,China,Paper manufacturing,Manufacturing,Unknown,True,F,1957-02-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Ning Zhao,56.876112251882276,China,United States,Pharmaceuticals,Healthcare,Unknown,True,F,1967-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Zhou Wen & family,58.69952087611225,China,China,Chemicals,Manufacturing,Unknown,True,M,1965-03-06 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Zhu Xingliang,64.54757015742642,China,China,Construction,Construction & Engineering,Unknown,True,M,1959-05-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2405,1100,Hari Krishan Agarwal,67.6167008898015,India,India,Sports shoes,Fashion & Retail,Unknown,True,M,1956-04-05 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
2405,1100,Farkhad Akhmedov,68.17248459958932,Russia,Russia,Investments,Energy,Unknown,True,M,1955-09-15 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
2405,1100,Prem Kumar Arora,85.18275154004107,India,India,Pharmaceuticals,Healthcare,Unknown,False,M,1938-09-11 00:00:00,Unknown,,,,,,,,,
2405,1100,Joseph Bae,51.846680355920604,United States,United States,Private equity,Finance & Investments,Unknown,True,M,1972-01-12 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2405,1100,Abigail Bennett,42.888432580424364,United States,United States,Liquor,Food & Beverage,Unknown,False,F,1980-12-27 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2405,1100,Sara Blakely,52.720054757015745,United States,United States,Spanx,Fashion & Retail,Spanx,True,F,1971-02-27 00:00:00,Founder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2405,1100,Lloyd Blankfein,69.15811088295688,United States,United States,Banking,Finance & Investments,Goldman Sachs Group,True,M,1954-09-20 00:00:00,CEO,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2405,1100,Henadiy Boholyubov,61.87542778918549,Ukraine,Ukraine,"Banking, investments",Diversified,Unknown,True,M,1962-01-01 00:00:00,Unknown,281.66,7.9,"$153,781,069,118 ",82.7,99.0,71.6,45.2,48.379433,31.16558
2405,1100,Stephane Bonvin,56.876112251882276,Switzerland,Switzerland,Real estate,Real Estate,Unknown,True,M,1967-01-01 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
2405,1100,Oleg Boyko,59.134839151266256,Switzerland,Russia,Diversified,Diversified,Unknown,True,M,1964-09-28 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
2405,1100,Ryan Breslow,29.49486652977413,United States,United States,E-commerce software,Technology,Bolt,True,M,1994-05-20 00:00:00,Cofounder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2405,1100,Thomas Bruch,73.56331279945243,Germany,Germany,Retail,Fashion & Retail,Unknown,False,M,1950-04-25 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
2405,1100,Marina Budiman,62.19849418206708,Indonesia,Indonesia,Data centers,Technology,Unknown,True,F,1961-09-05 00:00:00,Unknown,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,30.1,-0.789275,113.921327
2405,1100,Pradip Burman,81.0403832991102,India,India,Consumer goods,Food & Beverage,Unknown,False,M,1942-11-02 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
2405,1100,Cai Hongbin,,China,China,Pharmaceuticals,Healthcare,Unknown,True,M,,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2405,1100,Cao Kejian,61.60438056125941,China,China,Air compressors,Manufacturing,Unknown,True,M,1962-04-10 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2405,1100,Giuliana Caprotti,82.98699520876113,Italy,Italy,Supermarkets,Food & Beverage,Unknown,False,F,1940-11-21 00:00:00,Unknown,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,41.87194,12.56738
2405,1100,Marina Caprotti,45.831622176591374,Italy,Italy,Supermarkets,Food & Beverage,Unknown,False,F,1978-01-17 00:00:00,Unknown,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,41.87194,12.56738
2405,1100,Chang Jing,41.295003422313485,China,China,Technology,Technology,Unknown,True,M,1982-08-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2405,1100,Chen Baohua,61.87542778918549,China,China,Pharmaceutical,Healthcare,Unknown,True,M,1962-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2405,1100,Gang Chen,55.87679671457906,China,China,Solar energy,Energy,Unknown,True,M,1968-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2405,1100,Liying Chen,48.049281314168375,China,China,Package delivery,Logistics,Unknown,True,F,1975-10-30 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2405,1100,Tony Chen,74.3791923340178,Taiwan,Taiwan,Electronics,Technology,Unknown,True,M,1949-07-01 00:00:00,Unknown,,,,,,,,,
2405,1100,Chen Xueling,56.087611225188226,China,China,Stationery,Manufacturing,Unknown,True,F,1967-10-16 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2405,1100,Cheng Lili,58.874743326488705,China,China,Poultry breeding,Food & Beverage,Unknown,True,M,1965-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2405,1100,Cho Jyh-jer,,Taiwan,Taiwan,Semiconductors,Technology,Unknown,True,M,,Unknown,,,,,,,,,
2405,1100,Weili Dai,62.17385352498289,United States,United States,Semiconductors,Technology,Marvell Technology Group Ltd.,True,F,1961-09-14 00:00:00,Cofounder-President,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2405,1100,Carmen Daurella Aguilera,,Spain,Spain,Coca-Cola bottler,Food & Beverage,Unknown,False,F,,Unknown,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,47.0,40.463667,-3.74922
2405,1100,Deng Yingzhong,72.87611225188228,China,China,Paper,Manufacturing,Unknown,True,M,1951-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2405,1100,Shlomo Eliahu,87.8302532511978,Israel,Israel,Insurance,Finance & Investments,Unknown,True,M,1936-01-18 00:00:00,Unknown,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,25.3,31.046051,34.851612
2405,1100,Henry Engelhardt,65.83162217659138,United Kingdom,United States,Insurance,Finance & Investments,Admiral Group ,True,M,1958-01-17 00:00:00,Chief Executive Officer,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
2405,1100,Gabriel Escarrer,88.71184120465435,Spain,Spain,Hotels,Service,Unknown,True,M,1935-03-02 00:00:00,Unknown,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,47.0,40.463667,-3.74922
2405,1100,Daniel Feffer,64.05475701574264,Brazil,Brazil,Pulp and paper,Manufacturing,Unknown,False,M,1959-10-28 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
2405,1100,Ruben Feffer,,Brazil,Brazil,Pulp and paper,Manufacturing,Unknown,False,M,,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
2405,1100,Gleb Fetisov,57.451060917180016,Cyprus,Russia,Investments,Telecom,Unknown,True,M,1966-06-05 00:00:00,Unknown,102.51,0.3,"$24,564,647,935 ",75.9,99.3,80.8,22.4,35.126413,33.429859
2405,1100,Paul Fireman,79.75633127994524,United States,United States,Reebok,Fashion & Retail,Unknown,True,M,1944-02-14 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2405,1100,Robert Fisher,70.2943189596167,United States,United States,Gap,Fashion & Retail,Gap Inc.,False,M,1953-08-01 00:00:00,Chairman of the Board,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2405,1100,Bernd Freier,66.87474332648871,Germany,Germany,Fashion retail,Fashion & Retail,Unknown,True,M,1957-01-01 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
2405,1100,Donald Friese,83.1211498973306,United States,United States,Manufacturing,Manufacturing,Unknown,True,M,1940-10-03 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2405,1100,Gan Zhongru,75.37850787132102,China,China,Pharmaceuticals,Healthcare,Unknown,True,M,1948-07-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2405,1100,Rahul Gautam,70.99520876112251,India,India,Mattresses,Fashion & Retail,Unknown,False,M,1952-11-18 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
2405,1100,David Golub,61.58795345653662,United States,United States,Private equity,Finance & Investments,Unknown,True,M,1962-04-16 00:00:00,Investor,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
